AAWW~call~35.0~22.6~27.1~01/19/2018
AAWW~put~35.0~0.0~0.45~01/19/2018
AAWW~call~37.5~20.5~24.3~01/19/2018
AAWW~put~37.5~0.0~0.7~01/19/2018
AAWW~call~40.0~17.6~22.2~01/19/2018
AAWW~put~40.0~0.0~0.7~01/19/2018
AAWW~call~42.5~15.1~19.7~01/19/2018
AAWW~put~42.5~0.0~0.1~01/19/2018
AAWW~call~45.0~12.7~17.4~01/19/2018
AAWW~put~45.0~0.0~0.1~01/19/2018
AAWW~call~47.5~10.9~14.4~01/19/2018
AAWW~put~47.5~0.0~0.15~01/19/2018
AAWW~call~50.0~7.9~12.1~01/19/2018
AAWW~put~50.0~0.05~0.2~01/19/2018
AAWW~call~52.5~5.2~10.0~01/19/2018
AAWW~put~52.5~0.15~0.3~01/19/2018
AAWW~call~55.0~5.2~5.8~01/19/2018
AAWW~put~55.0~0.35~0.5~01/19/2018
AAWW~call~57.5~3.2~3.5~01/19/2018
AAWW~put~57.5~0.8~0.95~01/19/2018
AAWW~call~60.0~1.65~1.95~01/19/2018
AAWW~put~60.0~1.7~2.05~01/19/2018
AAWW~call~62.5~0.65~1.0~01/19/2018
AAWW~put~62.5~3.2~3.6~01/19/2018
AAWW~call~65.0~0.25~0.45~01/19/2018
AAWW~put~65.0~5.3~5.8~01/19/2018
AAWW~call~70.0~0.1~0.2~01/19/2018
AAWW~put~70.0~9.1~12.0~01/19/2018
AAWW~call~30.0~27.7~32.5~02/16/2018
AAWW~put~30.0~0.0~0.95~02/16/2018
AAWW~call~32.5~25.2~30.0~02/16/2018
AAWW~put~32.5~0.0~1.5~02/16/2018
AAWW~call~35.0~22.9~27.3~02/16/2018
AAWW~put~35.0~0.0~0.25~02/16/2018
AAWW~call~37.5~20.2~24.9~02/16/2018
AAWW~put~37.5~0.0~0.95~02/16/2018
AAWW~call~40.0~17.8~22.4~02/16/2018
AAWW~put~40.0~0.0~0.2~02/16/2018
AAWW~call~42.5~15.1~19.7~02/16/2018
AAWW~put~42.5~0.0~0.3~02/16/2018
AAWW~call~45.0~13.1~17.7~02/16/2018
AAWW~put~45.0~0.05~0.35~02/16/2018
AAWW~call~47.5~12.2~14.1~02/16/2018
AAWW~put~47.5~0.15~0.5~02/16/2018
AAWW~call~50.0~9.9~10.8~02/16/2018
AAWW~put~50.0~0.45~0.65~02/16/2018
AAWW~call~52.5~7.5~8.6~02/16/2018
