AAWW~call~22.5~28.1~30.4~02/17/2017
AAWW~put~22.5~0.0~0.05~02/17/2017
AAWW~call~25.0~25.5~28.1~02/17/2017
AAWW~put~25.0~0.0~0.05~02/17/2017
AAWW~call~27.5~22.2~26.6~02/17/2017
AAWW~put~27.5~0.0~0.5~02/17/2017
AAWW~call~30.0~20.1~23.0~02/17/2017
AAWW~put~30.0~0.0~0.5~02/17/2017
AAWW~call~32.5~16.7~21.5~02/17/2017
AAWW~put~32.5~0.0~0.05~02/17/2017
AAWW~call~35.0~15.9~17.9~02/17/2017
AAWW~put~35.0~0.0~0.5~02/17/2017
AAWW~call~37.5~13.4~16.0~02/17/2017
AAWW~put~37.5~0.0~0.1~02/17/2017
AAWW~call~40.0~10.9~13.4~02/17/2017
AAWW~put~40.0~0.0~0.35~02/17/2017
AAWW~call~42.5~7.9~10.7~02/17/2017
AAWW~put~42.5~0.05~0.15~02/17/2017
AAWW~call~45.0~6.1~8.8~02/17/2017
AAWW~put~45.0~0.0~0.85~02/17/2017
AAWW~call~47.5~3.7~5.8~02/17/2017
AAWW~put~47.5~0.1~0.35~02/17/2017
AAWW~call~50.0~1.95~2.2~02/17/2017
AAWW~put~50.0~0.4~0.6~02/17/2017
AAWW~call~52.5~0.6~0.75~02/17/2017
AAWW~put~52.5~1.45~1.7~02/17/2017
AAWW~call~55.0~0.1~0.35~02/17/2017
AAWW~put~55.0~2.6~4.1~02/17/2017
AAWW~call~57.5~0.0~0.5~02/17/2017
AAWW~put~57.5~4.4~6.9~02/17/2017
AAWW~call~60.0~0.05~0.5~02/17/2017
AAWW~put~60.0~7.0~9.0~02/17/2017
AAWW~call~62.5~0.0~0.5~02/17/2017
AAWW~put~62.5~8.5~12.7~02/17/2017
AAWW~call~65.0~0.0~0.8~02/17/2017
AAWW~put~65.0~11.6~14.7~02/17/2017
AAWW~call~35.0~15.6~18.2~03/17/2017
AAWW~put~35.0~0.05~0.5~03/17/2017
AAWW~call~37.5~13.3~16.4~03/17/2017
AAWW~put~37.5~0.05~1.0~03/17/2017
AAWW~call~40.0~10.9~13.5~03/17/2017
AAWW~put~40.0~0.1~0.6~03/17/2017
AAWW~call~42.5~8.9~11.2~03/17/2017
AAWW~put~42.5~0.2~0.7~03/17/2017
AAWW~call~45.0~6.6~8.5~03/17/2017
AAWW~put~45.0~0.55~0.75~03/17/2017
AAWW~call~47.5~5.0~6.4~03/17/2017
AAWW~put~47.5~1.1~1.35~03/17/2017
AAWW~call~50.0~3.3~3.8~03/17/2017
AAWW~put~50.0~2.0~2.1~03/17/2017
AAWW~call~52.5~1.95~2.45~03/17/2017
AAWW~put~52.5~2.95~3.3~03/17/2017
AAWW~call~55.0~1.15~1.5~03/17/2017
AAWW~put~55.0~4.5~4.9~03/17/2017
AAWW~call~57.5~0.65~0.85~03/17/2017
AAWW~put~57.5~6.5~7.4~03/17/2017
