,Ticker,Expires,Data_Date,UnderlyingPrice
30964,ALNY,18-Jan-19,27-Dec-16,41.04
31436,ALRM,20-Jan-17,27-Dec-16,27.36
31446,ALRM,17-Feb-17,27-Dec-16,27.36
31456,ALRM,17-Mar-17,27-Dec-16,27.36
31478,ALRM,16-Jun-17,27-Dec-16,27.36
31722,ALXN,30-Dec-16,27-Dec-16,126.06
31832,ALXN,6-Jan-17,27-Dec-16,126.06
31938,ALXN,13-Jan-17,27-Dec-16,126.06
32040,ALXN,20-Jan-17,27-Dec-16,126.06
32238,ALXN,27-Jan-17,27-Dec-16,126.06
32340,ALXN,3-Feb-17,27-Dec-16,126.06
32434,ALXN,17-Feb-17,27-Dec-16,126.06
32492,ALXN,19-May-17,27-Dec-16,126.06
32548,ALXN,18-Aug-17,27-Dec-16,126.06
32594,ALXN,19-Jan-18,27-Dec-16,126.06
32668,ALXN,18-Jan-19,27-Dec-16,126.06
33756,AMBA,30-Dec-16,27-Dec-16,54.62
33866,AMBA,6-Jan-17,27-Dec-16,54.62
33972,AMBA,13-Jan-17,27-Dec-16,54.62
34058,AMBA,20-Jan-17,27-Dec-16,54.62
34258,AMBA,27-Jan-17,27-Dec-16,54.62
34326,AMBA,3-Feb-17,27-Dec-16,54.62
34394,AMBA,17-Feb-17,27-Dec-16,54.62
34452,AMBA,19-May-17,27-Dec-16,54.62
34508,AMBA,18-Aug-17,27-Dec-16,54.62
34546,AMBA,19-Jan-18,27-Dec-16,54.62
34612,AMBA,18-Jan-19,27-Dec-16,54.62
35124,AMD,30-Dec-16,27-Dec-16,12.07
35206,AMD,6-Jan-17,27-Dec-16,12.07
35276,AMD,13-Jan-17,27-Dec-16,12.07
35344,AMD,20-Jan-17,27-Dec-16,12.07
35416,AMD,27-Jan-17,27-Dec-16,12.07
35482,AMD,3-Feb-17,27-Dec-16,12.07
35548,AMD,17-Feb-17,27-Dec-16,12.07
35586,AMD,21-Apr-17,27-Dec-16,12.07
35632,AMD,21-Jul-17,27-Dec-16,12.07
35676,AMD,19-Jan-18,27-Dec-16,12.07
35710,AMD,18-Jan-19,27-Dec-16,12.07
38060,AMKR,20-Jan-17,27-Dec-16,11.23
38102,AMKR,17-Feb-17,27-Dec-16,11.23
38140,AMKR,17-Mar-17,27-Dec-16,11.23
38176,AMKR,16-Jun-17,27-Dec-16,11.23
39228,AMPH,20-Jan-17,27-Dec-16,18.57
39242,AMPH,17-Feb-17,27-Dec-16,18.57
39258,AMPH,17-Mar-17,27-Dec-16,18.57
39274,AMPH,16-Jun-17,27-Dec-16,18.57
41242,AMWD,20-Jan-17,27-Dec-16,77.5
41270,AMWD,17-Feb-17,27-Dec-16,77.5
41302,AMWD,21-Apr-17,27-Dec-16,77.5
41332,AMWD,21-Jul-17,27-Dec-16,77.5
45238,ANGI,20-Jan-17,27-Dec-16,8.62
45250,ANGI,17-Feb-17,27-Dec-16,8.62
45262,ANGI,19-May-17,27-Dec-16,8.62
45278,ANGI,18-Aug-17,27-Dec-16,8.62
52638,ARNA,30-Dec-16,27-Dec-16,1.525
52650,ARNA,6-Jan-17,27-Dec-16,1.525
52668,ARNA,13-Jan-17,27-Dec-16,1.525
52680,ARNA,20-Jan-17,27-Dec-16,1.525
52706,ARNA,27-Jan-17,27-Dec-16,1.525
52716,ARNA,3-Feb-17,27-Dec-16,1.525
52726,ARNA,17-Feb-17,27-Dec-16,1.525
52738,ARNA,17-Mar-17,27-Dec-16,1.525
52744,ARNA,21-Apr-17,27-Dec-16,1.525
52756,ARNA,21-Jul-17,27-Dec-16,1.525
52768,ARNA,19-Jan-18,27-Dec-16,1.525
53042,ARQL,20-Jan-17,27-Dec-16,1.29
53048,ARQL,17-Feb-17,27-Dec-16,1.29
53054,ARQL,21-Apr-17,27-Dec-16,1.29
53060,ARQL,21-Jul-17,27-Dec-16,1.29
53672,ARWR,20-Jan-17,27-Dec-16,1.53
53702,ARWR,17-Feb-17,27-Dec-16,1.53
53714,ARWR,17-Mar-17,27-Dec-16,1.53
53744,ARWR,16-Jun-17,27-Dec-16,1.53
53770,ARWR,19-Jan-18,27-Dec-16,1.53
53782,ARWR,18-Jan-19,27-Dec-16,1.53
57484,ATI,20-Jan-17,27-Dec-16,16.67
57510,ATI,17-Feb-17,27-Dec-16,16.67
57536,ATI,21-Apr-17,27-Dec-16,16.67
57564,ATI,19-May-17,27-Dec-16,16.67
57590,ATI,21-Jul-17,27-Dec-16,16.67
57998,ATRA,20-Jan-17,27-Dec-16,15.15
58020,ATRA,17-Feb-17,27-Dec-16,15.15
58042,ATRA,17-Mar-17,27-Dec-16,15.15
58064,ATRA,16-Jun-17,27-Dec-16,15.15
60288,AVAV,20-Jan-17,27-Dec-16,27.36
60304,AVAV,17-Feb-17,27-Dec-16,27.36
60320,AVAV,17-Mar-17,27-Dec-16,27.36
60336,AVAV,16-Jun-17,27-Dec-16,27.36
61792,AVP,30-Dec-16,27-Dec-16,5.19
61838,AVP,6-Jan-17,27-Dec-16,5.19
61880,AVP,13-Jan-17,27-Dec-16,5.19
61922,AVP,20-Jan-17,27-Dec-16,5.19
61980,AVP,27-Jan-17,27-Dec-16,5.19
62022,AVP,3-Feb-17,27-Dec-16,5.19
62064,AVP,17-Feb-17,27-Dec-16,5.19
62088,AVP,21-Apr-17,27-Dec-16,5.19
62114,AVP,21-Jul-17,27-Dec-16,5.19
62136,AVP,19-Jan-18,27-Dec-16,5.19
62164,AVP,18-Jan-19,27-Dec-16,5.19
63088,AXDX,20-Jan-17,27-Dec-16,21.8
63102,AXDX,17-Feb-17,27-Dec-16,21.8
63124,AXDX,19-May-17,27-Dec-16,21.8
63140,AXDX,18-Aug-17,27-Dec-16,21.8
63310,AXL,20-Jan-17,27-Dec-16,19.51
63364,AXL,17-Feb-17,27-Dec-16,19.51
63402,AXL,21-Apr-17,27-Dec-16,19.51
63444,AXL,21-Jul-17,27-Dec-16,19.51
63482,AXL,19-Jan-18,27-Dec-16,19.51
76285,BEAT,20-Jan-17,27-Dec-16,22.85
76323,BEAT,17-Feb-17,27-Dec-16,22.85
76371,BEAT,19-May-17,27-Dec-16,22.85
76419,BEAT,18-Aug-17,27-Dec-16,22.85
84291,BKD,20-Jan-17,27-Dec-16,12.98
84347,BKD,17-Feb-17,27-Dec-16,12.98
84385,BKD,21-Apr-17,27-Dec-16,12.98
84439,BKD,21-Jul-17,27-Dec-16,12.98
84477,BKD,19-Jan-18,27-Dec-16,12.98
84509,BKD,18-Jan-19,27-Dec-16,12.98
85981,BLDR,20-Jan-17,27-Dec-16,11.35
86015,BLDR,17-Feb-17,27-Dec-16,11.35
86055,BLDR,19-May-17,27-Dec-16,11.35
86089,BLDR,18-Aug-17,27-Dec-16,11.35
87071,BLUE,20-Jan-17,27-Dec-16,64.85
87165,BLUE,17-Feb-17,27-Dec-16,64.85
87201,BLUE,19-May-17,27-Dec-16,64.85
87239,BLUE,18-Aug-17,27-Dec-16,64.85
87271,BLUE,19-Jan-18,27-Dec-16,64.85
87323,BLUE,18-Jan-19,27-Dec-16,64.85
89359,BNFT,20-Jan-17,27-Dec-16,30.3
89375,BNFT,17-Feb-17,27-Dec-16,30.3
89395,BNFT,19-May-17,27-Dec-16,30.3
89413,BNFT,18-Aug-17,27-Dec-16,30.3
90893,BOOT,20-Jan-17,27-Dec-16,12.83
90915,BOOT,17-Feb-17,27-Dec-16,12.83
90933,BOOT,19-May-17,27-Dec-16,12.83
90949,BOOT,18-Aug-17,27-Dec-16,12.83
90993,BOX,20-Jan-17,27-Dec-16,13.91
91041,BOX,17-Feb-17,27-Dec-16,13.91
91079,BOX,17-Mar-17,27-Dec-16,13.91
91129,BOX,16-Jun-17,27-Dec-16,13.91
91171,BOX,19-Jan-18,27-Dec-16,13.91
91191,BOX,18-Jan-19,27-Dec-16,13.91
92213,BPMC,20-Jan-17,27-Dec-16,28.06
92243,BPMC,17-Feb-17,27-Dec-16,28.06
92259,BPMC,21-Apr-17,27-Dec-16,28.06
92277,BPMC,21-Jul-17,27-Dec-16,28.06
104491,CAR,20-Jan-17,27-Dec-16,37.61
104593,CAR,17-Feb-17,27-Dec-16,37.61
104667,CAR,19-May-17,27-Dec-16,37.61
104737,CAR,18-Aug-17,27-Dec-16,37.61
104801,CAR,19-Jan-18,27-Dec-16,37.61
104845,CAR,18-Jan-19,27-Dec-16,37.61
104871,CARA,20-Jan-17,27-Dec-16,9.99
104889,CARA,17-Feb-17,27-Dec-16,9.99
104901,CARA,19-May-17,27-Dec-16,9.99
104915,CARA,18-Aug-17,27-Dec-16,9.99
106305,CATM,20-Jan-17,27-Dec-16,55.67
106325,CATM,17-Feb-17,27-Dec-16,55.67
106347,CATM,17-Mar-17,27-Dec-16,55.67
106365,CATM,16-Jun-17,27-Dec-16,55.67
112329,CCXI,20-Jan-17,27-Dec-16,7.99
112359,CCXI,17-Feb-17,27-Dec-16,7.99
112389,CCXI,19-May-17,27-Dec-16,7.99
112419,CCXI,18-Aug-17,27-Dec-16,7.99
115197,CENX,20-Jan-17,27-Dec-16,9.32
115255,CENX,17-Feb-17,27-Dec-16,9.32
115291,CENX,17-Mar-17,27-Dec-16,9.32
115323,CENX,16-Jun-17,27-Dec-16,9.32
115355,CENX,19-Jan-18,27-Dec-16,9.32
115909,CERS,20-Jan-17,27-Dec-16,4.38
115931,CERS,17-Feb-17,27-Dec-16,4.38
115957,CERS,19-May-17,27-Dec-16,4.38
115981,CERS,18-Aug-17,27-Dec-16,4.38
116001,CERS,19-Jan-18,27-Dec-16,4.38
116009,CERS,18-Jan-19,27-Dec-16,4.38
116059,CEVA,20-Jan-17,27-Dec-16,34.35
116075,CEVA,17-Feb-17,27-Dec-16,34.35
116093,CEVA,17-Mar-17,27-Dec-16,34.35
116109,CEVA,16-Jun-17,27-Dec-16,34.35
119055,CHK,30-Dec-16,27-Dec-16,7.59
119113,CHK,6-Jan-17,27-Dec-16,7.59
119167,CHK,13-Jan-17,27-Dec-16,7.59
119219,CHK,20-Jan-17,27-Dec-16,7.59
119297,CHK,27-Jan-17,27-Dec-16,7.59
119347,CHK,3-Feb-17,27-Dec-16,7.59
119397,CHK,17-Feb-17,27-Dec-16,7.59
119425,CHK,17-Mar-17,27-Dec-16,7.59
119453,CHK,21-Apr-17,27-Dec-16,7.59
119483,CHK,21-Jul-17,27-Dec-16,7.59
119513,CHK,19-Jan-18,27-Dec-16,7.59
119543,CHK,18-Jan-19,27-Dec-16,7.59
120159,CHRS,20-Jan-17,27-Dec-16,27.9
120175,CHRS,17-Feb-17,27-Dec-16,27.9
120203,CHRS,19-May-17,27-Dec-16,27.9
120219,CHRS,18-Aug-17,27-Dec-16,27.9
127315,CLNE,20-Jan-17,27-Dec-16,3.06
127341,CLNE,17-Feb-17,27-Dec-16,3.06
127357,CLNE,17-Mar-17,27-Dec-16,3.06
127375,CLNE,16-Jun-17,27-Dec-16,3.06
127391,CLNE,19-Jan-18,27-Dec-16,3.06
128519,CLVS,20-Jan-17,27-Dec-16,45.05
128597,CLVS,17-Feb-17,27-Dec-16,45.05
128621,CLVS,21-Apr-17,27-Dec-16,45.05
128657,CLVS,21-Jul-17,27-Dec-16,45.05
128681,CLVS,19-Jan-18,27-Dec-16,45.05
128707,CLVS,18-Jan-19,27-Dec-16,45.05
139789,COMM,20-Jan-17,27-Dec-16,37.2
139823,COMM,17-Feb-17,27-Dec-16,37.2
139887,COMM,19-May-17,27-Dec-16,37.2
139949,COMM,18-Aug-17,27-Dec-16,37.2
140093,CONN,20-Jan-17,27-Dec-16,13.1
140171,CONN,17-Feb-17,27-Dec-16,13.1
140209,CONN,21-Apr-17,27-Dec-16,13.1
140253,CONN,21-Jul-17,27-Dec-16,13.1
140297,CONN,19-Jan-18,27-Dec-16,13.1
141899,CORT,20-Jan-17,27-Dec-16,7.86
141937,CORT,17-Feb-17,27-Dec-16,7.86
141969,CORT,19-May-17,27-Dec-16,7.86
142001,CORT,18-Aug-17,27-Dec-16,7.86
144411,CPE,20-Jan-17,27-Dec-16,15.72
144451,CPE,17-Feb-17,27-Dec-16,15.72
144485,CPE,21-Apr-17,27-Dec-16,15.72
144531,CPE,21-Jul-17,27-Dec-16,15.72
145459,CPS,20-Jan-17,27-Dec-16,105.22
145489,CPS,17-Feb-17,27-Dec-16,105.22
145527,CPS,21-Apr-17,27-Dec-16,105.22
145557,CPS,21-Jul-17,27-Dec-16,105.22
146367,CRC,20-Jan-17,27-Dec-16,20.18
146439,CRC,17-Feb-17,27-Dec-16,20.18
146515,CRC,19-May-17,27-Dec-16,20.18
146591,CRC,18-Aug-17,27-Dec-16,20.18
146669,CRC,19-Jan-18,27-Dec-16,20.18
146695,CRC,18-Jan-19,27-Dec-16,20.18
147931,CRK,20-Jan-17,27-Dec-16,10.33
147965,CRK,17-Feb-17,27-Dec-16,10.33
148001,CRK,17-Mar-17,27-Dec-16,10.33
148029,CRK,16-Jun-17,27-Dec-16,10.33
150985,CRZO,20-Jan-17,27-Dec-16,39.13
151029,CRZO,17-Feb-17,27-Dec-16,39.13
151057,CRZO,21-Apr-17,27-Dec-16,39.13
151091,CRZO,21-Jul-17,27-Dec-16,39.13
151119,CRZO,19-Jan-18,27-Dec-16,39.13
153757,CSOD,20-Jan-17,27-Dec-16,42.85
153785,CSOD,17-Feb-17,27-Dec-16,42.85
153813,CSOD,19-May-17,27-Dec-16,42.85
153843,CSOD,18-Aug-17,27-Dec-16,42.85
164885,CYTK,20-Jan-17,27-Dec-16,12.35
164919,CYTK,17-Feb-17,27-Dec-16,12.35
164967,CYTK,19-May-17,27-Dec-16,12.35
165001,CYTK,18-Aug-17,27-Dec-16,12.35
167103,DATA,30-Dec-16,27-Dec-16,42.71
167177,DATA,6-Jan-17,27-Dec-16,42.71
167261,DATA,13-Jan-17,27-Dec-16,42.71
167331,DATA,20-Jan-17,27-Dec-16,42.71
167487,DATA,27-Jan-17,27-Dec-16,42.71
167557,DATA,3-Feb-17,27-Dec-16,42.71
167627,DATA,17-Feb-17,27-Dec-16,42.71
167647,DATA,21-Apr-17,27-Dec-16,42.71
167675,DATA,21-Jul-17,27-Dec-16,42.71
167695,DATA,19-Jan-18,27-Dec-16,42.71
167749,DATA,18-Jan-19,27-Dec-16,42.71
171215,DDD,30-Dec-16,27-Dec-16,14.17
171289,DDD,6-Jan-17,27-Dec-16,14.17
171355,DDD,13-Jan-17,27-Dec-16,14.17
171423,DDD,20-Jan-17,27-Dec-16,14.17
171541,DDD,27-Jan-17,27-Dec-16,14.17
171601,DDD,3-Feb-17,27-Dec-16,14.17
171661,DDD,17-Feb-17,27-Dec-16,14.17
171721,DDD,19-May-17,27-Dec-16,14.17
171781,DDD,18-Aug-17,27-Dec-16,14.17
171829,DDD,19-Jan-18,27-Dec-16,14.17
171853,DDD,18-Jan-19,27-Dec-16,14.17
175325,DERM,20-Jan-17,27-Dec-16,29.82
175343,DERM,17-Feb-17,27-Dec-16,29.82
175359,DERM,17-Mar-17,27-Dec-16,29.82
175377,DERM,16-Jun-17,27-Dec-16,29.82
183469,DISH,30-Dec-16,27-Dec-16,59.56
183557,DISH,6-Jan-17,27-Dec-16,59.56
183643,DISH,13-Jan-17,27-Dec-16,59.56
183721,DISH,20-Jan-17,27-Dec-16,59.56
183865,DISH,27-Jan-17,27-Dec-16,59.56
183943,DISH,3-Feb-17,27-Dec-16,59.56
184017,DISH,17-Feb-17,27-Dec-16,59.56
184059,DISH,17-Mar-17,27-Dec-16,59.56
184103,DISH,16-Jun-17,27-Dec-16,59.56
184145,DISH,19-Jan-18,27-Dec-16,59.56
184197,DISH,18-Jan-19,27-Dec-16,59.56
187771,DNR,20-Jan-17,27-Dec-16,3.85
187813,DNR,17-Feb-17,27-Dec-16,3.85
187841,DNR,17-Mar-17,27-Dec-16,3.85
187869,DNR,16-Jun-17,27-Dec-16,3.85
187897,DNR,19-Jan-18,27-Dec-16,3.85
187921,DO,20-Jan-17,27-Dec-16,18.53
187961,DO,17-Feb-17,27-Dec-16,18.53
187991,DO,17-Mar-17,27-Dec-16,18.53
188017,DO,16-Jun-17,27-Dec-16,18.53
188045,DO,19-Jan-18,27-Dec-16,18.53
188075,DO,18-Jan-19,27-Dec-16,18.53
191131,DRQ,20-Jan-17,27-Dec-16,61.45
191153,DRQ,17-Feb-17,27-Dec-16,61.45
191179,DRQ,17-Mar-17,27-Dec-16,61.45
191203,DRQ,16-Jun-17,27-Dec-16,61.45
197869,DXPE,20-Jan-17,27-Dec-16,36.43
197885,DXPE,17-Feb-17,27-Dec-16,36.43
197911,DXPE,19-May-17,27-Dec-16,36.43
197933,DXPE,18-Aug-17,27-Dec-16,36.43
200419,EBS,20-Jan-17,27-Dec-16,32.54
200435,EBS,17-Feb-17,27-Dec-16,32.54
200453,EBS,17-Mar-17,27-Dec-16,32.54
200471,EBS,16-Jun-17,27-Dec-16,32.54
208595,EGRX,20-Jan-17,27-Dec-16,79.87
208627,EGRX,17-Feb-17,27-Dec-16,79.87
208657,EGRX,17-Mar-17,27-Dec-16,79.87
208695,EGRX,16-Jun-17,27-Dec-16,79.87
208749,EHTH,20-Jan-17,27-Dec-16,10.9
208765,EHTH,17-Feb-17,27-Dec-16,10.9
208785,EHTH,19-May-17,27-Dec-16,10.9
208801,EHTH,18-Aug-17,27-Dec-16,10.9
209021,EIGI,20-Jan-17,27-Dec-16,9.6
209031,EIGI,17-Feb-17,27-Dec-16,9.6
209045,EIGI,19-May-17,27-Dec-16,9.6
209057,EIGI,18-Aug-17,27-Dec-16,9.6
214067,ENTA,20-Jan-17,27-Dec-16,33.35
214131,ENTA,17-Feb-17,27-Dec-16,33.35
214165,ENTA,21-Apr-17,27-Dec-16,33.35
214239,ENTA,21-Jul-17,27-Dec-16,33.35
214469,ENVA,20-Jan-17,27-Dec-16,12.9
214487,ENVA,17-Feb-17,27-Dec-16,12.9
214507,ENVA,17-Mar-17,27-Dec-16,12.9
214519,ENVA,16-Jun-17,27-Dec-16,12.9
217819,EPZM,20-Jan-17,27-Dec-16,11.75
217835,EPZM,17-Feb-17,27-Dec-16,11.75
217853,EPZM,19-May-17,27-Dec-16,11.75
217865,EPZM,18-Aug-17,27-Dec-16,11.75
219055,ERI,20-Jan-17,27-Dec-16,16.45
219065,ERI,17-Feb-17,27-Dec-16,16.45
219075,ERI,17-Mar-17,27-Dec-16,16.45
219085,ERI,16-Jun-17,27-Dec-16,16.45
219359,ERII,20-Jan-17,27-Dec-16,10.58
219377,ERII,17-Feb-17,27-Dec-16,10.58
219395,ERII,19-May-17,27-Dec-16,10.58
219415,ERII,18-Aug-17,27-Dec-16,10.58
221173,ESPR,20-Jan-17,27-Dec-16,12.7
221211,ESPR,17-Feb-17,27-Dec-16,12.7
221249,ESPR,17-Mar-17,27-Dec-16,12.7
221301,ESPR,16-Jun-17,27-Dec-16,12.7
225683,ETSY,20-Jan-17,27-Dec-16,12.18
225703,ETSY,17-Feb-17,27-Dec-16,12.18
225723,ETSY,17-Mar-17,27-Dec-16,12.18
225741,ETSY,16-Jun-17,27-Dec-16,12.18
225761,ETSY,19-Jan-18,27-Dec-16,12.18
225779,ETSY,18-Jan-19,27-Dec-16,12.18
226963,EVH,20-Jan-17,27-Dec-16,15.55
226977,EVH,17-Feb-17,27-Dec-16,15.55
226997,EVH,17-Mar-17,27-Dec-16,15.55
227013,EVH,16-Jun-17,27-Dec-16,15.55
227299,EVRI,20-Jan-17,27-Dec-16,2.25
227305,EVRI,17-Feb-17,27-Dec-16,2.25
227311,EVRI,17-Mar-17,27-Dec-16,2.25
227317,EVRI,16-Jun-17,27-Dec-16,2.25
235161,EXAS,20-Jan-17,27-Dec-16,13.99
235243,EXAS,17-Feb-17,27-Dec-16,13.99
235281,EXAS,21-Apr-17,27-Dec-16,13.99
235351,EXAS,21-Jul-17,27-Dec-16,13.99
235397,EXAS,19-Jan-18,27-Dec-16,13.99
235427,EXAS,18-Jan-19,27-Dec-16,13.99
235711,EXEL,20-Jan-17,27-Dec-16,15.7
235777,EXEL,17-Feb-17,27-Dec-16,15.7
235839,EXEL,19-May-17,27-Dec-16,15.7
235911,EXEL,18-Aug-17,27-Dec-16,15.7
235969,EXEL,19-Jan-18,27-Dec-16,15.7
236009,EXEL,18-Jan-19,27-Dec-16,15.7
237821,EXTR,20-Jan-17,27-Dec-16,5.055
237827,EXTR,17-Feb-17,27-Dec-16,5.055
237835,EXTR,17-Mar-17,27-Dec-16,5.055
237841,EXTR,16-Jun-17,27-Dec-16,5.055
238311,EZPW,20-Jan-17,27-Dec-16,10.9
238329,EZPW,17-Feb-17,27-Dec-16,10.9
238345,EZPW,17-Mar-17,27-Dec-16,10.9
238359,EZPW,16-Jun-17,27-Dec-16,10.9
239529,FARO,20-Jan-17,27-Dec-16,36.8
239545,FARO,17-Feb-17,27-Dec-16,36.8
239563,FARO,17-Mar-17,27-Dec-16,36.8
239581,FARO,16-Jun-17,27-Dec-16,36.8
250598,FGEN,20-Jan-17,27-Dec-16,20.25
250612,FGEN,17-Feb-17,27-Dec-16,20.25
250628,FGEN,17-Mar-17,27-Dec-16,20.25
250650,FGEN,16-Jun-17,27-Dec-16,20.25
250674,FGEN,15-Dec-17,27-Dec-16,20.25
253676,FIZZ,20-Jan-17,27-Dec-16,51.66
253720,FIZZ,17-Feb-17,27-Dec-16,51.66
253742,FIZZ,17-Mar-17,27-Dec-16,51.66
253788,FIZZ,21-Apr-17,27-Dec-16,51.66
253830,FIZZ,16-Jun-17,27-Dec-16,51.66
253876,FIZZ,21-Jul-17,27-Dec-16,51.66
254158,FLDM,20-Jan-17,27-Dec-16,7.59
254166,FLDM,17-Feb-17,27-Dec-16,7.59
254182,FLDM,19-May-17,27-Dec-16,7.59
254194,FLDM,18-Aug-17,27-Dec-16,7.59
258510,FOLD,20-Jan-17,27-Dec-16,4.92
258552,FOLD,17-Feb-17,27-Dec-16,4.92
258572,FOLD,21-Apr-17,27-Dec-16,4.92
258602,FOLD,21-Jul-17,27-Dec-16,4.92
258636,FOLD,19-Jan-18,27-Dec-16,4.92
258716,FOR,20-Jan-17,27-Dec-16,13.1
258736,FOR,17-Feb-17,27-Dec-16,13.1
258756,FOR,19-May-17,27-Dec-16,13.1
258774,FOR,18-Aug-17,27-Dec-16,13.1
262004,FRPT,20-Jan-17,27-Dec-16,10.05
262018,FRPT,17-Feb-17,27-Dec-16,10.05
262032,FRPT,19-May-17,27-Dec-16,10.05
262048,FRPT,18-Aug-17,27-Dec-16,10.05
273214,GBT,20-Jan-17,27-Dec-16,14.5
273236,GBT,17-Feb-17,27-Dec-16,14.5
273258,GBT,17-Mar-17,27-Dec-16,14.5
273278,GBT,16-Jun-17,27-Dec-16,14.5
280086,GHDX,20-Jan-17,27-Dec-16,30.14
280102,GHDX,17-Feb-17,27-Dec-16,30.14
280118,GHDX,17-Mar-17,27-Dec-16,30.14
280134,GHDX,16-Jun-17,27-Dec-16,30.14
280454,GIII,20-Jan-17,27-Dec-16,30.26
280470,GIII,17-Feb-17,27-Dec-16,30.26
280486,GIII,17-Mar-17,27-Dec-16,30.26
280512,GIII,16-Jun-17,27-Dec-16,30.26
289202,GNW,30-Dec-16,27-Dec-16,3.99
289234,GNW,6-Jan-17,27-Dec-16,3.99
289268,GNW,13-Jan-17,27-Dec-16,3.99
289296,GNW,20-Jan-17,27-Dec-16,3.99
289338,GNW,27-Jan-17,27-Dec-16,3.99
289366,GNW,3-Feb-17,27-Dec-16,3.99
289394,GNW,17-Feb-17,27-Dec-16,3.99
289422,GNW,17-Mar-17,27-Dec-16,3.99
289454,GNW,16-Jun-17,27-Dec-16,3.99
289484,GNW,19-Jan-18,27-Dec-16,3.99
289508,GNW,18-Jan-19,27-Dec-16,3.99
298346,GRPN,30-Dec-16,27-Dec-16,3.6
298378,GRPN,6-Jan-17,27-Dec-16,3.6
298404,GRPN,13-Jan-17,27-Dec-16,3.6
298430,GRPN,20-Jan-17,27-Dec-16,3.6
298470,GRPN,27-Jan-17,27-Dec-16,3.6
298496,GRPN,3-Feb-17,27-Dec-16,3.6
298522,GRPN,17-Feb-17,27-Dec-16,3.6
298550,GRPN,17-Mar-17,27-Dec-16,3.6
298576,GRPN,21-Apr-17,27-Dec-16,3.6
298610,GRPN,21-Jul-17,27-Dec-16,3.6
298638,GRPN,19-Jan-18,27-Dec-16,3.6
298664,GRPN,18-Jan-19,27-Dec-16,3.6
298688,GRUB,20-Jan-17,27-Dec-16,38.18
298732,GRUB,17-Feb-17,27-Dec-16,38.18
298760,GRUB,17-Mar-17,27-Dec-16,38.18
298798,GRUB,16-Jun-17,27-Dec-16,38.18
