,Ticker,UnderlyingPrice,Flags,Type,Strike,Last,Bid,Ask,Volume,OpenInterest,T1OpenInterest,Expires,Data_Date
366749,INCY,71.02,*,call,55.0,9.2,15.3,18.1,0,35,0,2016-02-19,2016-02-18
366750,INCY,71.02,*,put,55.0,0.5,0.0,0.3,0,35,0,2016-02-19,2016-02-18
366751,INCY,71.02,*,call,57.5,0.0,12.7,15.6,0,0,0,2016-02-19,2016-02-18
366752,INCY,71.02,*,put,57.5,0.0,0.0,0.65,0,0,0,2016-02-19,2016-02-18
366753,INCY,71.02,*,call,60.0,5.75,10.6,13.1,0,120,0,2016-02-19,2016-02-18
366754,INCY,71.02,*,put,60.0,0.2,0.0,0.5,0,80,0,2016-02-19,2016-02-18
366755,INCY,71.02,*,call,62.5,5.1,7.8,10.6,0,85,0,2016-02-19,2016-02-18
366756,INCY,71.02,*,put,62.5,1.43,0.0,0.5,0,1,0,2016-02-19,2016-02-18
366757,INCY,71.02,*,call,65.0,6.62,4.5,8.1,0,5,0,2016-02-19,2016-02-18
366758,INCY,71.02,*,put,65.0,5.5,0.0,1.0,0,29,0,2016-02-19,2016-02-18
366759,INCY,71.02,*,call,67.5,4.37,3.2,5.6,0,22,0,2016-02-19,2016-02-18
366760,INCY,71.02,*,put,67.5,0.43,0.0,2.2,0,16,0,2016-02-19,2016-02-18
366761,INCY,71.02,*,call,70.0,3.2,1.4,3.0,1,267,0,2016-02-19,2016-02-18
366762,INCY,71.02,*,put,70.0,0.65,0.45,1.1,214,252,0,2016-02-19,2016-02-18
366763,INCY,71.02,*,call,72.5,1.0,0.2,1.0,10,57,0,2016-02-19,2016-02-18
366764,INCY,71.02,*,put,72.5,0.9,0.05,2.5,0,8,0,2016-02-19,2016-02-18
366765,INCY,71.02,*,call,75.0,1.4,0.0,2.4,0,117,0,2016-02-19,2016-02-18
366766,INCY,71.02,*,put,75.0,3.08,3.1,4.6,2,23,0,2016-02-19,2016-02-18
366767,INCY,71.02,*,call,77.5,0.75,0.0,0.65,0,21,0,2016-02-19,2016-02-18
366768,INCY,71.02,*,put,77.5,0.0,5.2,7.3,0,0,0,2016-02-19,2016-02-18
366769,INCY,71.02,*,call,80.0,0.3,0.0,0.2,0,930,0,2016-02-19,2016-02-18
366770,INCY,71.02,*,put,80.0,7.98,7.8,9.6,17,59,0,2016-02-19,2016-02-18
366771,INCY,71.02,*,call,82.5,0.25,0.0,0.25,0,22,0,2016-02-19,2016-02-18
366772,INCY,71.02,*,put,82.5,0.0,9.2,12.7,0,0,0,2016-02-19,2016-02-18
366773,INCY,71.02,*,call,85.0,0.15,0.0,0.2,5,36,0,2016-02-19,2016-02-18
366774,INCY,71.02,*,put,85.0,21.02,11.6,14.7,0,43,0,2016-02-19,2016-02-18
366775,INCY,71.02,*,call,87.5,0.4,0.0,0.25,0,283,0,2016-02-19,2016-02-18
366776,INCY,71.02,*,put,87.5,0.0,14.1,17.5,0,0,0,2016-02-19,2016-02-18
366777,INCY,71.02,*,call,90.0,0.05,0.0,0.15,4,61,0,2016-02-19,2016-02-18
366778,INCY,71.02,*,put,90.0,23.42,16.7,19.7,0,12,0,2016-02-19,2016-02-18
366779,INCY,71.02,*,call,92.5,1.5,0.0,0.15,0,26,0,2016-02-19,2016-02-18
366780,INCY,71.02,*,put,92.5,21.12,19.1,22.1,0,1,0,2016-02-19,2016-02-18
366781,INCY,71.02,*,call,95.0,0.2,0.0,0.15,0,248,0,2016-02-19,2016-02-18
366782,INCY,71.02,*,put,95.0,21.04,21.6,24.6,0,129,0,2016-02-19,2016-02-18
366783,INCY,71.02,*,call,97.5,0.0,0.0,0.15,0,0,0,2016-02-19,2016-02-18
366784,INCY,71.02,*,put,97.5,19.48,24.1,27.2,0,2,0,2016-02-19,2016-02-18
366785,INCY,71.02,*,call,100.0,0.02,0.0,0.15,0,147,0,2016-02-19,2016-02-18
366786,INCY,71.02,*,put,100.0,37.99,26.6,29.6,0,10,0,2016-02-19,2016-02-18
366787,INCY,71.02,*,call,105.0,0.4,0.0,0.15,0,1,0,2016-02-19,2016-02-18
366788,INCY,71.02,*,put,105.0,33.48,31.6,34.6,0,1,0,2016-02-19,2016-02-18
366789,INCY,71.02,*,call,110.0,0.05,0.0,0.15,0,17,0,2016-02-19,2016-02-18
366790,INCY,71.02,*,put,110.0,39.4,36.6,39.7,0,2,0,2016-02-19,2016-02-18
366791,INCY,71.02,*,call,115.0,1.2,0.0,0.15,0,13,0,2016-02-19,2016-02-18
366792,INCY,71.02,*,put,115.0,0.0,41.6,44.6,0,0,0,2016-02-19,2016-02-18
366793,INCY,71.02,*,call,120.0,2.9,0.0,0.15,0,15,0,2016-02-19,2016-02-18
366794,INCY,71.02,*,put,120.0,0.0,46.6,49.6,0,0,0,2016-02-19,2016-02-18
366795,INCY,71.02,*,call,125.0,0.55,0.0,0.15,0,501,0,2016-02-19,2016-02-18
366796,INCY,71.02,*,put,125.0,0.0,51.6,54.7,0,0,0,2016-02-19,2016-02-18
366797,INCY,71.02,*,call,130.0,0.6,0.0,0.15,0,60,0,2016-02-19,2016-02-18
366798,INCY,71.02,*,put,130.0,0.0,56.7,59.6,0,0,0,2016-02-19,2016-02-18
366799,INCY,71.02,*,call,135.0,1.5,0.0,0.15,0,5,0,2016-02-19,2016-02-18
366800,INCY,71.02,*,put,135.0,0.0,61.6,64.6,0,0,0,2016-02-19,2016-02-18
366801,INCY,71.02,*,call,140.0,0.0,0.0,0.15,0,0,0,2016-02-19,2016-02-18
366802,INCY,71.02,*,put,140.0,0.0,66.6,69.6,0,0,0,2016-02-19,2016-02-18
366803,INCY,71.02,*,call,145.0,0.0,0.0,0.15,0,0,0,2016-02-19,2016-02-18
366804,INCY,71.02,*,put,145.0,0.0,71.6,74.6,0,0,0,2016-02-19,2016-02-18
366805,INCY,71.02,*,call,150.0,0.1,0.0,0.15,0,5,0,2016-02-19,2016-02-18
366806,INCY,71.02,*,put,150.0,0.0,76.6,79.6,0,0,0,2016-02-19,2016-02-18
366807,INCY,71.02,*,call,155.0,0.1,0.0,0.15,0,5,0,2016-02-19,2016-02-18
366808,INCY,71.02,*,put,155.0,0.0,81.6,84.6,0,0,0,2016-02-19,2016-02-18
366809,INCY,71.02,*,call,160.0,0.0,0.0,0.15,0,0,0,2016-02-19,2016-02-18
366810,INCY,71.02,*,put,160.0,0.0,86.6,89.6,0,0,0,2016-02-19,2016-02-18
366811,INCY,71.02,*,call,165.0,0.0,0.0,0.15,0,0,0,2016-02-19,2016-02-18
366812,INCY,71.02,*,put,165.0,0.0,91.6,94.6,0,0,0,2016-02-19,2016-02-18
366813,INCY,71.02,*,call,170.0,0.0,0.0,0.15,0,0,0,2016-02-19,2016-02-18
366814,INCY,71.02,*,put,170.0,0.0,96.6,99.6,0,0,0,2016-02-19,2016-02-18
366815,INCY,71.02,*,call,35.0,0.0,35.4,38.4,0,0,0,2016-03-18,2016-02-18
366816,INCY,71.02,*,put,35.0,0.0,0.0,1.15,0,0,0,2016-03-18,2016-02-18
366817,INCY,71.02,*,call,37.5,0.0,33.0,36.0,0,0,0,2016-03-18,2016-02-18
366818,INCY,71.02,*,put,37.5,0.0,0.0,0.5,0,0,0,2016-03-18,2016-02-18
366819,INCY,71.02,*,call,40.0,0.0,30.4,33.5,0,0,0,2016-03-18,2016-02-18
366820,INCY,71.02,*,put,40.0,0.1,0.0,0.3,0,2,0,2016-03-18,2016-02-18
366821,INCY,71.02,*,call,42.5,0.0,27.7,31.0,0,0,0,2016-03-18,2016-02-18
366822,INCY,71.02,*,put,42.5,0.0,0.0,0.5,0,0,0,2016-03-18,2016-02-18
366823,INCY,71.02,*,call,45.0,0.0,25.1,28.6,0,0,0,2016-03-18,2016-02-18
366824,INCY,71.02,*,put,45.0,0.0,0.0,0.55,0,0,0,2016-03-18,2016-02-18
366825,INCY,71.02,*,call,47.5,18.0,23.2,26.2,0,0,0,2016-03-18,2016-02-18
366826,INCY,71.02,*,put,47.5,0.6,0.0,1.3,0,1,0,2016-03-18,2016-02-18
366827,INCY,71.02,*,call,50.0,0.0,20.4,23.8,0,0,0,2016-03-18,2016-02-18
366828,INCY,71.02,*,put,50.0,0.35,0.0,2.4,0,660,0,2016-03-18,2016-02-18
366829,INCY,71.02,*,call,55.0,22.0,16.3,19.2,0,6,0,2016-03-18,2016-02-18
366830,INCY,71.02,*,put,55.0,0.75,0.45,1.2,1,81,0,2016-03-18,2016-02-18
366831,INCY,71.02,*,call,57.5,0.0,14.1,17.0,0,0,0,2016-03-18,2016-02-18
366832,INCY,71.02,*,put,57.5,3.0,0.05,3.3,0,5,0,2016-03-18,2016-02-18
366833,INCY,71.02,*,call,60.0,11.88,12.1,14.9,0,1000,0,2016-03-18,2016-02-18
366834,INCY,71.02,*,put,60.0,1.5,1.2,2.05,0,81,0,2016-03-18,2016-02-18
366835,INCY,71.02,*,call,62.5,4.0,10.2,12.9,0,40,0,2016-03-18,2016-02-18
366836,INCY,71.02,*,put,62.5,1.5,0.55,2.5,0,34,0,2016-03-18,2016-02-18
366837,INCY,71.02,*,call,65.0,2.3,8.3,11.2,0,45,0,2016-03-18,2016-02-18
366838,INCY,71.02,*,put,65.0,3.2,1.95,3.4,0,301,0,2016-03-18,2016-02-18
366839,INCY,71.02,*,call,67.5,5.2,6.8,9.6,0,11,0,2016-03-18,2016-02-18
366840,INCY,71.02,*,put,67.5,2.55,1.35,4.1,0,50,0,2016-03-18,2016-02-18
366841,INCY,71.02,*,call,70.0,5.28,5.4,8.1,0,1038,0,2016-03-18,2016-02-18
366842,INCY,71.02,*,put,70.0,4.1,3.6,5.2,35,121,0,2016-03-18,2016-02-18
366843,INCY,71.02,*,call,72.5,8.0,4.2,6.9,0,7,0,2016-03-18,2016-02-18
366844,INCY,71.02,*,put,72.5,4.81,3.6,6.5,2,10,0,2016-03-18,2016-02-18
366845,INCY,71.02,*,call,75.0,3.7,3.2,5.8,30,530,0,2016-03-18,2016-02-18
366846,INCY,71.02,*,put,75.0,6.2,5.1,8.0,1,493,0,2016-03-18,2016-02-18
366847,INCY,71.02,*,call,77.5,4.65,2.4,5.1,0,45,0,2016-03-18,2016-02-18
366848,INCY,71.02,*,put,77.5,7.04,7.6,9.7,0,25,0,2016-03-18,2016-02-18
366849,INCY,71.02,*,call,80.0,2.0,1.45,2.5,10,87,0,2016-03-18,2016-02-18
366850,INCY,71.02,*,put,80.0,9.63,10.0,11.4,2,61,0,2016-03-18,2016-02-18
366851,INCY,71.02,*,call,82.5,1.5,1.05,2.1,1,29,0,2016-03-18,2016-02-18
366852,INCY,71.02,*,put,82.5,11.2,10.6,13.6,0,5,0,2016-03-18,2016-02-18
366853,INCY,71.02,*,call,85.0,1.15,0.9,1.55,31,118,0,2016-03-18,2016-02-18
366854,INCY,71.02,*,put,85.0,23.83,12.7,15.5,0,233,0,2016-03-18,2016-02-18
366855,INCY,71.02,*,call,87.5,1.5,0.45,2.8,0,29,0,2016-03-18,2016-02-18
366856,INCY,71.02,*,put,87.5,17.6,14.9,18.0,0,11,0,2016-03-18,2016-02-18
366857,INCY,71.02,*,call,90.0,1.1,0.25,2.0,0,44,0,2016-03-18,2016-02-18
366858,INCY,71.02,*,put,90.0,23.67,17.2,20.0,0,124,0,2016-03-18,2016-02-18
366859,INCY,71.02,*,call,92.5,0.5,0.0,1.05,2,57,0,2016-03-18,2016-02-18
366860,INCY,71.02,*,put,92.5,18.23,19.5,22.4,0,57,0,2016-03-18,2016-02-18
366861,INCY,71.02,*,call,95.0,0.79,0.05,1.6,0,386,0,2016-03-18,2016-02-18
366862,INCY,71.02,*,put,95.0,22.56,21.9,24.8,30,99,0,2016-03-18,2016-02-18
366863,INCY,71.02,*,call,97.5,0.55,0.1,1.25,0,11,0,2016-03-18,2016-02-18
366864,INCY,71.02,*,put,97.5,28.1,24.3,27.2,0,21,0,2016-03-18,2016-02-18
366865,INCY,71.02,*,call,100.0,0.5,0.1,1.0,0,178,0,2016-03-18,2016-02-18
366866,INCY,71.02,*,put,100.0,26.0,26.8,29.7,0,58,0,2016-03-18,2016-02-18
366867,INCY,71.02,*,call,105.0,0.38,0.1,0.5,0,156,0,2016-03-18,2016-02-18
366868,INCY,71.02,*,put,105.0,39.89,31.7,34.5,0,149,0,2016-03-18,2016-02-18
366869,INCY,71.02,*,call,110.0,0.5,0.05,0.4,0,83,0,2016-03-18,2016-02-18
366870,INCY,71.02,*,put,110.0,44.38,36.7,39.8,0,157,0,2016-03-18,2016-02-18
366871,INCY,71.02,*,call,115.0,0.35,0.05,0.3,0,103,0,2016-03-18,2016-02-18
366872,INCY,71.02,*,put,115.0,35.0,41.6,44.7,0,50,0,2016-03-18,2016-02-18
366873,INCY,71.02,*,call,120.0,0.36,0.05,0.25,0,340,0,2016-03-18,2016-02-18
366874,INCY,71.02,*,put,120.0,54.46,46.7,49.8,0,33,0,2016-03-18,2016-02-18
366875,INCY,71.02,*,call,125.0,0.07,0.05,0.2,0,345,0,2016-03-18,2016-02-18
366876,INCY,71.02,*,put,125.0,39.7,51.6,54.7,0,17,0,2016-03-18,2016-02-18
366877,INCY,71.02,*,call,130.0,0.05,0.0,0.2,0,120,0,2016-03-18,2016-02-18
366878,INCY,71.02,*,put,130.0,50.0,56.6,59.7,0,10,0,2016-03-18,2016-02-18
366879,INCY,71.02,*,call,135.0,0.2,0.0,0.2,0,56,0,2016-03-18,2016-02-18
366880,INCY,71.02,*,put,135.0,33.3,61.7,64.6,0,2,0,2016-03-18,2016-02-18
366881,INCY,71.02,*,call,140.0,0.05,0.0,0.2,0,104,0,2016-03-18,2016-02-18
366882,INCY,71.02,*,put,140.0,0.0,66.7,69.6,0,0,0,2016-03-18,2016-02-18
366883,INCY,71.02,*,call,145.0,0.95,0.0,0.2,0,431,0,2016-03-18,2016-02-18
366884,INCY,71.02,*,put,145.0,0.0,71.6,74.6,0,0,0,2016-03-18,2016-02-18
366885,INCY,71.02,*,call,150.0,0.2,0.0,0.15,0,131,0,2016-03-18,2016-02-18
366886,INCY,71.02,*,put,150.0,0.0,76.7,79.6,0,0,0,2016-03-18,2016-02-18
366887,INCY,71.02,*,call,155.0,2.5,0.0,0.15,0,29,0,2016-03-18,2016-02-18
366888,INCY,71.02,*,put,155.0,0.0,81.7,84.6,0,0,0,2016-03-18,2016-02-18
366889,INCY,71.02,*,call,160.0,0.15,0.0,0.15,0,15,0,2016-03-18,2016-02-18
366890,INCY,71.02,*,put,160.0,0.0,86.7,89.6,0,0,0,2016-03-18,2016-02-18
366891,INCY,71.02,*,call,165.0,0.98,0.0,0.15,0,12,0,2016-03-18,2016-02-18
366892,INCY,71.02,*,put,165.0,0.0,91.6,94.7,0,0,0,2016-03-18,2016-02-18
366893,INCY,71.02,*,call,170.0,2.8,0.0,0.15,0,220,0,2016-03-18,2016-02-18
366894,INCY,71.02,*,put,170.0,62.6,96.6,99.5,0,0,0,2016-03-18,2016-02-18
366895,INCY,71.02,*,call,175.0,1.38,0.0,0.15,0,39,0,2016-03-18,2016-02-18
366896,INCY,71.02,*,put,175.0,0.0,101.7,105.4,0,0,0,2016-03-18,2016-02-18
366897,INCY,71.02,*,call,180.0,2.8,0.0,0.15,0,8,0,2016-03-18,2016-02-18
366898,INCY,71.02,*,put,180.0,0.0,106.7,110.1,0,0,0,2016-03-18,2016-02-18
366899,INCY,71.02,*,call,185.0,4.0,0.0,0.15,0,11,0,2016-03-18,2016-02-18
366900,INCY,71.02,*,put,185.0,0.0,111.6,114.8,0,0,0,2016-03-18,2016-02-18
366901,INCY,71.02,*,call,190.0,0.1,0.0,0.15,0,16,0,2016-03-18,2016-02-18
366902,INCY,71.02,*,put,190.0,0.0,116.6,119.7,0,0,0,2016-03-18,2016-02-18
366903,INCY,71.02,*,call,30.0,0.0,39.7,43.8,0,0,0,2016-06-17,2016-02-18
366904,INCY,71.02,*,put,30.0,0.0,0.0,2.3,0,0,0,2016-06-17,2016-02-18
366905,INCY,71.02,*,call,32.5,0.0,37.1,41.4,0,0,0,2016-06-17,2016-02-18
366906,INCY,71.02,*,put,32.5,0.0,0.0,2.65,0,0,0,2016-06-17,2016-02-18
366907,INCY,71.02,*,call,35.0,0.0,36.1,39.0,0,0,0,2016-06-17,2016-02-18
366908,INCY,71.02,*,put,35.0,0.85,0.0,3.0,0,11,0,2016-06-17,2016-02-18
366909,INCY,71.02,*,call,37.5,0.0,33.0,36.8,0,0,0,2016-06-17,2016-02-18
366910,INCY,71.02,*,put,37.5,0.0,0.05,1.3,0,0,0,2016-06-17,2016-02-18
366911,INCY,71.02,*,call,40.0,0.0,31.3,34.4,0,0,0,2016-06-17,2016-02-18
366912,INCY,71.02,*,put,40.0,1.5,0.3,1.5,0,5,0,2016-06-17,2016-02-18
366913,INCY,71.02,*,call,42.5,0.0,29.0,32.1,0,0,0,2016-06-17,2016-02-18
366914,INCY,71.02,*,put,42.5,0.0,0.25,4.0,0,0,0,2016-06-17,2016-02-18
366915,INCY,71.02,*,call,45.0,16.35,27.2,30.2,0,5,0,2016-06-17,2016-02-18
366916,INCY,71.02,*,put,45.0,2.5,0.85,2.0,0,2,0,2016-06-17,2016-02-18
366917,INCY,71.02,*,call,47.5,0.0,25.1,28.0,0,0,0,2016-06-17,2016-02-18
366918,INCY,71.02,*,put,47.5,2.05,1.2,2.35,0,4,0,2016-06-17,2016-02-18
366919,INCY,71.02,*,call,50.0,30.3,23.0,26.0,0,2,0,2016-06-17,2016-02-18
366920,INCY,71.02,*,put,50.0,2.88,1.5,3.1,0,32,0,2016-06-17,2016-02-18
366921,INCY,71.02,*,call,55.0,10.9,19.4,22.2,0,3,0,2016-06-17,2016-02-18
366922,INCY,71.02,*,put,55.0,3.1,1.9,4.4,3,370,0,2016-06-17,2016-02-18
366923,INCY,71.02,*,call,57.5,0.0,17.7,20.5,0,0,0,2016-06-17,2016-02-18
366924,INCY,71.02,*,put,57.5,4.7,2.5,5.2,0,3,0,2016-06-17,2016-02-18
366925,INCY,71.02,*,call,60.0,13.96,16.0,18.8,0,4,0,2016-06-17,2016-02-18
366926,INCY,71.02,*,put,60.0,7.0,3.1,6.0,0,28,0,2016-06-17,2016-02-18
366927,INCY,71.02,*,call,62.5,19.5,14.5,17.4,0,3,0,2016-06-17,2016-02-18
366928,INCY,71.02,*,put,62.5,5.3,4.1,6.9,0,39,0,2016-06-17,2016-02-18
366929,INCY,71.02,*,call,65.0,5.7,13.0,15.8,0,10,0,2016-06-17,2016-02-18
366930,INCY,71.02,*,put,65.0,6.1,4.9,7.7,0,39,0,2016-06-17,2016-02-18
366931,INCY,71.02,*,call,67.5,14.5,11.7,14.6,0,5,0,2016-06-17,2016-02-18
366932,INCY,71.02,*,put,67.5,8.2,7.6,9.1,4,6,0,2016-06-17,2016-02-18
366933,INCY,71.02,*,call,70.0,14.67,10.3,13.2,0,34,0,2016-06-17,2016-02-18
366934,INCY,71.02,*,put,70.0,8.91,7.5,10.2,30,20,0,2016-06-17,2016-02-18
366935,INCY,71.02,*,call,72.5,8.5,9.1,12.2,0,2,0,2016-06-17,2016-02-18
366936,INCY,71.02,*,put,72.5,0.0,8.9,11.7,0,0,0,2016-06-17,2016-02-18
366937,INCY,71.02,*,call,75.0,10.5,8.1,11.0,1,2002,0,2016-06-17,2016-02-18
366938,INCY,71.02,*,put,75.0,11.03,10.2,12.8,0,44,0,2016-06-17,2016-02-18
366939,INCY,71.02,*,call,77.5,0.0,7.3,10.3,0,0,0,2016-06-17,2016-02-18
366940,INCY,71.02,*,put,77.5,20.54,11.5,14.3,0,307,0,2016-06-17,2016-02-18
366941,INCY,71.02,*,call,80.0,10.0,6.3,9.2,0,56,0,2016-06-17,2016-02-18
366942,INCY,71.02,*,put,80.0,22.69,13.2,16.1,0,84,0,2016-06-17,2016-02-18
366943,INCY,71.02,*,call,82.5,3.6,5.8,8.6,0,3,0,2016-06-17,2016-02-18
366944,INCY,71.02,*,put,82.5,18.6,15.1,17.7,0,5,0,2016-06-17,2016-02-18
366945,INCY,71.02,*,call,85.0,5.36,4.9,7.8,0,339,0,2016-06-17,2016-02-18
366946,INCY,71.02,*,put,85.0,27.6,17.0,19.5,0,30,0,2016-06-17,2016-02-18
366947,INCY,71.02,*,call,87.5,3.0,4.1,7.2,0,6,0,2016-06-17,2016-02-18
366948,INCY,71.02,*,put,87.5,19.6,18.5,21.6,0,5,0,2016-06-17,2016-02-18
366949,INCY,71.02,*,call,90.0,5.51,3.5,6.4,0,716,0,2016-06-17,2016-02-18
366950,INCY,71.02,*,put,90.0,21.0,20.5,23.4,0,10,0,2016-06-17,2016-02-18
366951,INCY,71.02,*,call,92.5,6.5,2.9,5.7,0,2,0,2016-06-17,2016-02-18
366952,INCY,71.02,*,put,92.5,21.78,22.5,25.3,0,30,0,2016-06-17,2016-02-18
366953,INCY,71.02,*,call,95.0,4.2,2.3,5.4,0,11,0,2016-06-17,2016-02-18
366954,INCY,71.02,*,put,95.0,25.19,24.5,27.4,30,115,0,2016-06-17,2016-02-18
366955,INCY,71.02,*,call,97.5,7.0,1.8,5.2,0,1,0,2016-06-17,2016-02-18
366956,INCY,71.02,*,put,97.5,0.0,26.7,29.5,0,0,0,2016-06-17,2016-02-18
366957,INCY,71.02,*,call,100.0,2.4,2.15,4.5,41,211,0,2016-06-17,2016-02-18
366958,INCY,71.02,*,put,100.0,27.0,28.9,31.8,0,111,0,2016-06-17,2016-02-18
366959,INCY,71.02,*,call,105.0,2.0,0.7,4.0,0,30,0,2016-06-17,2016-02-18
366960,INCY,71.02,*,put,105.0,18.8,33.3,36.1,0,11,0,2016-06-17,2016-02-18
366961,INCY,71.02,*,call,110.0,1.69,0.8,3.2,0,17,0,2016-06-17,2016-02-18
366962,INCY,71.02,*,put,110.0,50.3,37.9,40.6,0,44,0,2016-06-17,2016-02-18
366963,INCY,71.02,*,call,115.0,0.5,0.25,2.9,0,72,0,2016-06-17,2016-02-18
366964,INCY,71.02,*,put,115.0,20.2,42.5,45.6,0,1,0,2016-06-17,2016-02-18
366965,INCY,71.02,*,call,120.0,0.8,0.05,3.5,0,292,0,2016-06-17,2016-02-18
366966,INCY,71.02,*,put,120.0,28.1,47.3,50.1,0,1,0,2016-06-17,2016-02-18
366967,INCY,71.02,*,call,125.0,0.75,0.05,2.95,0,43,0,2016-06-17,2016-02-18
366968,INCY,71.02,*,put,125.0,0.0,52.1,54.9,0,0,0,2016-06-17,2016-02-18
366969,INCY,71.02,*,call,130.0,0.6,0.05,1.3,0,85,0,2016-06-17,2016-02-18
366970,INCY,71.02,*,put,130.0,0.0,56.9,59.8,0,0,0,2016-06-17,2016-02-18
366971,INCY,71.02,*,call,135.0,0.0,0.0,2.3,0,0,0,2016-06-17,2016-02-18
366972,INCY,71.02,*,put,135.0,0.0,61.9,64.7,0,0,0,2016-06-17,2016-02-18
366973,INCY,71.02,*,call,140.0,2.4,0.0,1.6,0,12,0,2016-06-17,2016-02-18
366974,INCY,71.02,*,put,140.0,0.0,66.7,69.9,0,0,0,2016-06-17,2016-02-18
366975,INCY,71.02,*,call,145.0,1.35,0.0,1.65,0,80,0,2016-06-17,2016-02-18
366976,INCY,71.02,*,put,145.0,0.0,71.7,75.0,0,0,0,2016-06-17,2016-02-18
366977,INCY,71.02,*,call,150.0,1.9,0.0,0.95,0,21,0,2016-06-17,2016-02-18
366978,INCY,71.02,*,put,150.0,0.0,76.7,79.9,0,0,0,2016-06-17,2016-02-18
366979,INCY,71.02,*,call,155.0,6.7,0.0,1.35,0,20,0,2016-06-17,2016-02-18
366980,INCY,71.02,*,put,155.0,53.5,81.6,84.9,0,5,0,2016-06-17,2016-02-18
366981,INCY,71.02,*,call,160.0,1.75,0.0,1.2,0,43,0,2016-06-17,2016-02-18
366982,INCY,71.02,*,put,160.0,0.0,86.6,89.9,0,0,0,2016-06-17,2016-02-18
366983,INCY,71.02,*,call,165.0,0.42,0.0,1.0,0,69,0,2016-06-17,2016-02-18
366984,INCY,71.02,*,put,165.0,0.0,91.6,95.6,0,0,0,2016-06-17,2016-02-18
366985,INCY,71.02,*,call,170.0,0.29,0.0,0.9,0,11,0,2016-06-17,2016-02-18
366986,INCY,71.02,*,put,170.0,0.0,96.6,99.9,0,0,0,2016-06-17,2016-02-18
366987,INCY,71.02,*,call,30.0,0.0,40.7,44.2,0,0,0,2016-09-16,2016-02-18
366988,INCY,71.02,*,put,30.0,0.0,0.0,3.4,0,0,0,2016-09-16,2016-02-18
366989,INCY,71.02,*,call,32.5,0.0,38.0,42.0,0,0,0,2016-09-16,2016-02-18
366990,INCY,71.02,*,put,32.5,0.0,0.05,3.8,0,0,0,2016-09-16,2016-02-18
366991,INCY,71.02,*,call,35.0,0.0,36.9,39.8,0,0,0,2016-09-16,2016-02-18
366992,INCY,71.02,*,put,35.0,1.7,0.2,1.65,0,2,0,2016-09-16,2016-02-18
366993,INCY,71.02,*,call,37.5,0.0,34.5,37.7,0,0,0,2016-09-16,2016-02-18
366994,INCY,71.02,*,put,37.5,0.0,0.5,4.8,0,0,0,2016-09-16,2016-02-18
366995,INCY,71.02,*,call,40.0,0.0,32.6,35.5,0,0,0,2016-09-16,2016-02-18
366996,INCY,71.02,*,put,40.0,0.0,0.8,4.0,0,0,0,2016-09-16,2016-02-18
366997,INCY,71.02,*,call,42.5,0.0,30.8,33.7,0,0,0,2016-09-16,2016-02-18
366998,INCY,71.02,*,put,42.5,0.0,1.1,4.9,0,0,0,2016-09-16,2016-02-18
366999,INCY,71.02,*,call,45.0,0.0,28.7,31.7,0,0,0,2016-09-16,2016-02-18
367000,INCY,71.02,*,put,45.0,0.0,1.3,4.6,0,0,0,2016-09-16,2016-02-18
367001,INCY,71.02,*,call,47.5,0.0,26.9,29.9,0,0,0,2016-09-16,2016-02-18
367002,INCY,71.02,*,put,47.5,0.0,1.9,5.1,0,0,0,2016-09-16,2016-02-18
367003,INCY,71.02,*,call,50.0,0.0,25.1,28.0,0,0,0,2016-09-16,2016-02-18
367004,INCY,71.02,*,put,50.0,0.0,3.6,5.7,0,0,0,2016-09-16,2016-02-18
367005,INCY,71.02,*,call,55.0,0.0,21.7,24.7,0,0,0,2016-09-16,2016-02-18
367006,INCY,71.02,*,put,55.0,0.0,4.6,7.0,0,0,0,2016-09-16,2016-02-18
367007,INCY,71.02,*,call,57.5,0.0,20.1,23.1,0,0,0,2016-09-16,2016-02-18
367008,INCY,71.02,*,put,57.5,0.0,5.7,7.8,0,0,0,2016-09-16,2016-02-18
367009,INCY,71.02,*,call,60.0,9.67,18.3,21.6,0,15,0,2016-09-16,2016-02-18
367010,INCY,71.02,*,put,60.0,9.17,6.2,8.7,0,7,0,2016-09-16,2016-02-18
367011,INCY,71.02,*,call,62.5,0.0,16.9,20.1,0,0,0,2016-09-16,2016-02-18
367012,INCY,71.02,*,put,62.5,0.0,7.4,9.5,0,0,0,2016-09-16,2016-02-18
367013,INCY,71.02,*,call,65.0,16.71,15.8,18.8,0,18,0,2016-09-16,2016-02-18
367014,INCY,71.02,*,put,65.0,10.86,8.3,10.6,0,60,0,2016-09-16,2016-02-18
367015,INCY,71.02,*,call,67.5,0.0,14.3,17.5,0,0,0,2016-09-16,2016-02-18
367016,INCY,71.02,*,put,67.5,0.0,9.5,11.7,0,0,0,2016-09-16,2016-02-18
367017,INCY,71.02,*,call,70.0,17.8,13.4,16.4,0,1,0,2016-09-16,2016-02-18
367018,INCY,71.02,*,put,70.0,0.0,10.9,13.1,0,0,0,2016-09-16,2016-02-18
367019,INCY,71.02,*,call,72.5,0.0,12.1,15.3,0,0,0,2016-09-16,2016-02-18
367020,INCY,71.02,*,put,72.5,0.0,12.3,14.7,0,0,0,2016-09-16,2016-02-18
367021,INCY,71.02,*,call,75.0,5.9,11.3,14.2,0,6,0,2016-09-16,2016-02-18
