AAWW~call~30.0~20.5~25.1~02/16/2018
AAWW~put~30.0~0.0~4.6~02/16/2018
AAWW~call~32.5~18.1~22.8~02/16/2018
AAWW~put~32.5~0.0~4.5~02/16/2018
AAWW~call~35.0~15.7~20.2~02/16/2018
AAWW~put~35.0~0.0~4.7~02/16/2018
AAWW~call~37.5~13.2~17.8~02/16/2018
AAWW~put~37.5~0.0~1.85~02/16/2018
AAWW~call~40.0~10.7~15.4~02/16/2018
AAWW~put~40.0~0.0~1.45~02/16/2018
AAWW~call~42.5~8.3~12.8~02/16/2018
AAWW~put~42.5~0.0~0.4~02/16/2018
AAWW~call~45.0~6.0~10.2~02/16/2018
AAWW~put~45.0~0.0~0.95~02/16/2018
AAWW~call~47.5~5.1~7.0~02/16/2018
AAWW~put~47.5~0.0~1.2~02/16/2018
AAWW~call~50.0~2.95~4.6~02/16/2018
AAWW~put~50.0~0.35~1.25~02/16/2018
AAWW~call~52.5~1.3~3.0~02/16/2018
AAWW~put~52.5~1.0~2.0~02/16/2018
AAWW~call~55.0~0.35~1.75~02/16/2018
AAWW~put~55.0~2.3~4.0~02/16/2018
AAWW~call~57.5~0.1~1.1~02/16/2018
AAWW~put~57.5~2.7~5.5~02/16/2018
AAWW~call~60.0~0.0~0.45~02/16/2018
AAWW~put~60.0~4.9~8.8~02/16/2018
AAWW~call~62.5~0.0~0.45~02/16/2018
AAWW~put~62.5~7.3~11.5~02/16/2018
AAWW~call~65.0~0.0~4.5~02/16/2018
AAWW~put~65.0~9.9~14.0~02/16/2018
AAWW~call~67.5~0.0~1.95~02/16/2018
AAWW~put~67.5~12.3~16.5~02/16/2018
AAWW~call~70.0~0.0~1.85~02/16/2018
AAWW~put~70.0~14.9~19.0~02/16/2018
AAWW~call~72.5~0.0~4.7~02/16/2018
AAWW~put~72.5~17.3~21.5~02/16/2018
AAWW~call~75.0~0.0~4.6~02/16/2018
AAWW~put~75.0~19.9~24.0~02/16/2018
AAWW~call~77.5~0.0~4.6~02/16/2018
AAWW~put~77.5~22.3~26.5~02/16/2018
AAWW~call~80.0~0.0~4.6~02/16/2018
AAWW~put~80.0~24.9~29.0~02/16/2018
AAWW~call~85.0~0.0~4.7~02/16/2018
AAWW~put~85.0~29.9~34.0~02/16/2018
AAWW~call~90.0~0.0~4.7~02/16/2018
AAWW~put~90.0~34.9~39.0~02/16/2018
AAWW~call~45.0~7.5~9.7~03/16/2018
AAWW~put~45.0~0.55~0.95~03/16/2018
AAWW~call~47.5~6.0~7.6~03/16/2018
AAWW~put~47.5~0.85~1.65~03/16/2018
AAWW~call~50.0~4.2~5.8~03/16/2018
AAWW~put~50.0~1.5~2.2~03/16/2018
AAWW~call~52.5~3.0~4.2~03/16/2018
AAWW~put~52.5~2.45~3.2~03/16/2018
AAWW~call~55.0~1.8~3.0~03/16/2018
AAWW~put~55.0~3.8~5.4~03/16/2018
AAWW~call~57.5~1.2~2.1~03/16/2018
AAWW~put~57.5~5.4~6.3~03/16/2018
AAWW~call~60.0~0.6~1.6~03/16/2018
AAWW~put~60.0~7.4~8.7~03/16/2018
AAWW~call~62.5~0.35~1.25~03/16/2018
AAWW~put~62.5~8.3~10.9~03/16/2018
AAWW~call~65.0~0.05~0.55~03/16/2018
AAWW~put~65.0~9.9~14.1~03/16/2018
AAWW~call~67.5~0.0~0.45~03/16/2018
AAWW~put~67.5~12.3~16.4~03/16/2018
AAWW~call~70.0~0.0~0.2~03/16/2018
AAWW~put~70.0~14.9~19.0~03/16/2018
AAWW~call~75.0~0.0~0.1~03/16/2018
AAWW~put~75.0~19.9~24.0~03/16/2018
AAWW~call~80.0~0.0~4.6~03/16/2018
AAWW~put~80.0~24.9~29.0~03/16/2018
AAWW~call~85.0~0.0~4.6~03/16/2018
AAWW~put~85.0~29.9~34.0~03/16/2018
AAWW~call~30.0~21.1~25.4~05/18/2018
AAWW~put~30.0~0.05~0.35~05/18/2018
AAWW~call~32.5~18.8~23.0~05/18/2018
AAWW~put~32.5~0.15~0.9~05/18/2018
AAWW~call~35.0~16.6~20.6~05/18/2018
AAWW~put~35.0~0.2~0.8~05/18/2018
AAWW~call~37.5~14.0~18.2~05/18/2018
AAWW~put~37.5~0.3~0.9~05/18/2018
AAWW~call~40.0~13.1~15.2~05/18/2018
AAWW~put~40.0~0.6~2.25~05/18/2018
AAWW~call~42.5~10.0~12.8~05/18/2018
AAWW~put~42.5~1.0~1.6~05/18/2018
AAWW~call~45.0~9.0~10.8~05/18/2018
AAWW~put~45.0~1.35~2.0~05/18/2018
AAWW~call~47.5~6.8~9.0~05/18/2018
AAWW~put~47.5~1.9~2.85~05/18/2018
AAWW~call~50.0~5.7~7.3~05/18/2018
AAWW~put~50.0~2.65~3.6~05/18/2018
AAWW~call~52.5~4.6~5.8~05/18/2018
AAWW~put~52.5~3.7~4.8~05/18/2018
AAWW~call~55.0~3.5~4.6~05/18/2018
AAWW~put~55.0~5.1~6.0~05/18/2018
AAWW~call~57.5~2.4~3.5~05/18/2018
AAWW~put~57.5~6.7~7.5~05/18/2018
AAWW~call~60.0~1.8~2.9~05/18/2018
AAWW~put~60.0~8.1~10.4~05/18/2018
AAWW~call~62.5~1.25~1.95~05/18/2018
AAWW~put~62.5~10.3~11.4~05/18/2018
AAWW~call~65.0~0.95~1.45~05/18/2018
AAWW~put~65.0~10.8~13.5~05/18/2018
AAWW~call~67.5~0.65~1.45~05/18/2018
AAWW~put~67.5~13.6~15.8~05/18/2018
AAWW~call~70.0~0.1~0.8~05/18/2018
AAWW~put~70.0~14.9~18.7~05/18/2018
AAWW~call~72.5~0.1~1.2~05/18/2018
AAWW~put~72.5~17.3~21.8~05/18/2018
AAWW~call~75.0~0.15~0.5~05/18/2018
AAWW~put~75.0~19.7~24.5~05/18/2018
AAWW~call~77.5~0.0~1.3~05/18/2018
AAWW~put~77.5~22.3~26.5~05/18/2018
AAWW~call~80.0~0.0~0.5~05/18/2018
AAWW~put~80.0~24.7~29.3~05/18/2018
AAWW~call~85.0~0.0~0.65~05/18/2018
AAWW~put~85.0~29.7~34.3~05/18/2018
AAWW~call~90.0~0.0~4.7~05/18/2018
AAWW~put~90.0~34.7~39.5~05/18/2018
AAWW~call~95.0~0.0~4.8~05/18/2018
AAWW~put~95.0~39.7~44.3~05/18/2018
AAWW~call~100.0~0.0~4.5~05/18/2018
AAWW~put~100.0~44.7~49.5~05/18/2018
AAWW~call~30.0~21.7~25.8~08/17/2018
AAWW~put~30.0~0.45~1.05~08/17/2018
AAWW~call~32.5~19.5~23.6~08/17/2018
AAWW~put~32.5~0.6~0.95~08/17/2018
AAWW~call~35.0~17.2~21.4~08/17/2018
AAWW~put~35.0~0.15~1.35~08/17/2018
AAWW~call~37.5~16.2~18.7~08/17/2018
AAWW~put~37.5~0.85~2.2~08/17/2018
AAWW~call~40.0~14.0~16.3~08/17/2018
AAWW~put~40.0~1.2~2.05~08/17/2018
AAWW~call~42.5~11.8~14.1~08/17/2018
AAWW~put~42.5~1.7~2.55~08/17/2018
AAWW~call~45.0~10.8~12.3~08/17/2018
AAWW~put~45.0~2.2~3.2~08/17/2018
AAWW~call~47.5~7.5~10.5~08/17/2018
AAWW~put~47.5~2.9~4.2~08/17/2018
AAWW~call~50.0~7.3~9.0~08/17/2018
AAWW~put~50.0~4.1~4.8~08/17/2018
AAWW~call~52.5~6.0~7.6~08/17/2018
AAWW~put~52.5~5.0~6.0~08/17/2018
AAWW~call~55.0~4.5~6.2~08/17/2018
AAWW~put~55.0~6.3~7.5~08/17/2018
AAWW~call~57.5~3.6~4.9~08/17/2018
AAWW~put~57.5~7.7~8.9~08/17/2018
AAWW~call~60.0~2.8~4.0~08/17/2018
AAWW~put~60.0~9.4~10.5~08/17/2018
AAWW~call~62.5~2.15~3.9~08/17/2018
AAWW~put~62.5~11.0~12.3~08/17/2018
AAWW~call~65.0~1.7~2.95~08/17/2018
AAWW~put~65.0~13.0~14.5~08/17/2018
AAWW~call~67.5~1.3~2.55~08/17/2018
AAWW~put~67.5~15.1~16.5~08/17/2018
AAWW~call~70.0~1.0~2.15~08/17/2018
AAWW~put~70.0~17.0~19.0~08/17/2018
AAWW~call~75.0~0.65~1.3~08/17/2018
AAWW~put~75.0~20.0~23.7~08/17/2018
AAWW~call~80.0~0.3~2.0~08/17/2018
AAWW~put~80.0~24.9~28.7~08/17/2018
AAWW~call~85.0~0.05~2.2~08/17/2018
AAWW~put~85.0~29.8~34.3~08/17/2018
ACAD~call~15.0~9.8~14.4~02/09/2018
ACAD~put~15.0~0.0~4.8~02/09/2018
ACAD~call~20.0~4.7~9.4~02/09/2018
ACAD~put~20.0~0.0~0.05~02/09/2018
ACAD~call~21.0~3.8~8.4~02/09/2018
ACAD~put~21.0~0.0~4.8~02/09/2018
ACAD~call~22.0~2.9~7.4~02/09/2018
ACAD~put~22.0~0.0~4.6~02/09/2018
ACAD~call~23.0~2.0~6.4~02/09/2018
ACAD~put~23.0~0.0~4.8~02/09/2018
ACAD~call~24.0~1.7~5.6~02/09/2018
ACAD~put~24.0~0.0~4.5~02/09/2018
ACAD~call~25.0~0.85~4.8~02/09/2018
ACAD~put~25.0~0.0~4.8~02/09/2018
ACAD~call~25.5~0.45~4.9~02/09/2018
ACAD~put~25.5~0.0~4.7~02/09/2018
ACAD~call~26.0~0.2~4.8~02/09/2018
ACAD~put~26.0~0.0~4.8~02/09/2018
ACAD~call~26.5~0.25~4.8~02/09/2018
ACAD~put~26.5~0.0~4.8~02/09/2018
ACAD~call~27.0~0.1~4.8~02/09/2018
ACAD~put~27.0~0.2~4.7~02/09/2018
ACAD~call~27.5~0.1~4.7~02/09/2018
ACAD~put~27.5~0.0~4.8~02/09/2018
ACAD~call~28.0~0.0~4.8~02/09/2018
ACAD~put~28.0~0.2~4.8~02/09/2018
ACAD~call~28.5~0.0~4.7~02/09/2018
ACAD~put~28.5~0.35~4.8~02/09/2018
ACAD~call~29.0~0.0~1.7~02/09/2018
ACAD~put~29.0~0.7~4.8~02/09/2018
ACAD~call~29.5~0.0~4.7~02/09/2018
ACAD~put~29.5~0.45~5.0~02/09/2018
ACAD~call~30.0~0.0~1.0~02/09/2018
ACAD~put~30.0~0.75~5.4~02/09/2018
ACAD~call~30.5~0.0~4.8~02/09/2018
ACAD~put~30.5~1.1~5.7~02/09/2018
ACAD~call~31.0~0.0~0.5~02/09/2018
ACAD~put~31.0~1.7~6.2~02/09/2018
ACAD~call~31.5~0.0~4.8~02/09/2018
ACAD~put~31.5~2.1~6.4~02/09/2018
ACAD~call~32.0~0.0~0.85~02/09/2018
ACAD~put~32.0~2.7~7.1~02/09/2018
ACAD~call~32.5~0.0~4.8~02/09/2018
ACAD~put~32.5~3.1~7.4~02/09/2018
ACAD~call~33.0~0.0~0.15~02/09/2018
ACAD~put~33.0~3.5~7.7~02/09/2018
ACAD~call~33.5~0.0~4.8~02/09/2018
ACAD~put~33.5~4.1~8.5~02/09/2018
ACAD~call~34.0~0.0~4.8~02/09/2018
ACAD~put~34.0~4.5~8.9~02/09/2018
ACAD~call~34.5~0.0~4.7~02/09/2018
ACAD~put~34.5~5.1~9.6~02/09/2018
ACAD~call~35.0~0.0~0.05~02/09/2018
ACAD~put~35.0~5.5~9.9~02/09/2018
ACAD~call~36.0~0.0~4.7~02/09/2018
ACAD~put~36.0~6.5~11.4~02/09/2018
ACAD~call~37.0~0.0~4.8~02/09/2018
ACAD~put~37.0~7.5~12.4~02/09/2018
ACAD~call~38.0~0.0~4.8~02/09/2018
ACAD~put~38.0~8.5~13.4~02/09/2018
ACAD~call~39.0~0.0~4.8~02/09/2018
ACAD~put~39.0~9.5~14.4~02/09/2018
ACAD~call~40.0~0.0~4.8~02/09/2018
ACAD~put~40.0~10.5~15.4~02/09/2018
ACAD~call~41.0~0.0~4.8~02/09/2018
ACAD~put~41.0~11.5~16.4~02/09/2018
ACAD~call~42.0~0.0~4.7~02/09/2018
ACAD~put~42.0~12.5~17.4~02/09/2018
ACAD~call~43.0~0.0~4.7~02/09/2018
ACAD~put~43.0~13.5~18.4~02/09/2018
ACAD~call~44.0~0.0~4.7~02/09/2018
ACAD~put~44.0~14.5~18.8~02/09/2018
ACAD~call~45.0~0.0~4.8~02/09/2018
ACAD~put~45.0~15.5~20.4~02/09/2018
ACAD~call~15.0~9.8~14.4~02/16/2018
ACAD~put~15.0~0.0~4.8~02/16/2018
ACAD~call~16.0~8.7~13.4~02/16/2018
ACAD~put~16.0~0.0~4.7~02/16/2018
ACAD~call~17.0~7.7~12.4~02/16/2018
ACAD~put~17.0~0.0~3.7~02/16/2018
ACAD~call~18.0~6.7~11.4~02/16/2018
ACAD~put~18.0~0.0~4.7~02/16/2018
ACAD~call~19.0~5.7~10.4~02/16/2018
ACAD~put~19.0~0.0~4.7~02/16/2018
ACAD~call~20.0~5.2~9.4~02/16/2018
ACAD~put~20.0~0.0~4.8~02/16/2018
ACAD~call~21.0~4.1~8.6~02/16/2018
ACAD~put~21.0~0.0~4.7~02/16/2018
ACAD~call~22.0~3.1~7.6~02/16/2018
ACAD~put~22.0~0.0~4.8~02/16/2018
ACAD~call~23.0~2.8~6.8~02/16/2018
ACAD~put~23.0~0.0~4.8~02/16/2018
ACAD~call~24.0~2.2~5.8~02/16/2018
ACAD~put~24.0~0.0~1.55~02/16/2018
ACAD~call~25.0~1.55~5.0~02/16/2018
ACAD~put~25.0~0.05~1.5~02/16/2018
ACAD~call~26.0~0.8~4.7~02/16/2018
ACAD~put~26.0~0.2~2.9~02/16/2018
ACAD~call~27.0~0.3~4.6~02/16/2018
ACAD~put~27.0~0.6~4.9~02/16/2018
ACAD~call~28.0~0.5~4.6~02/16/2018
ACAD~put~28.0~0.35~4.9~02/16/2018
ACAD~call~29.0~0.3~1.15~02/16/2018
ACAD~put~29.0~1.2~4.5~02/16/2018
ACAD~call~30.0~0.1~1.15~02/16/2018
ACAD~put~30.0~1.25~5.2~02/16/2018
